tid,wait_acq(ms),wait_rel(ms),client_id,run
006,0.000164062,0.000188437,000,002
006,0.000165000,0.000191250,000,002
006,0.000164062,0.000196875,000,002
006,0.000160312,0.000200625,000,002
006,0.000157500,0.000203438,000,002
006,0.000167812,0.000187500,000,002
007,0.000120000,0.000140625,000,002
007,0.000113437,0.000151875,000,002
007,0.000121875,0.000146250,000,002
007,0.000112500,0.000137813,000,002
007,0.000106875,0.000134063,000,002
007,0.000108750,0.000136875,000,002
007,0.000108750,0.000135938,000,002
007,0.000117187,0.000141563,000,002
007,0.000112500,0.000138750,000,002
007,0.000112500,0.000142500,000,002
007,0.000119062,0.000141563,000,002
007,0.000117187,0.000135938,000,002
007,0.000112500,0.000134063,000,002
007,0.000107812,0.000145313,000,002
007,0.000107812,0.000141563,000,002
007,0.000119062,0.000142500,000,002
007,0.000111562,0.000159375,000,002
007,0.000107812,0.000141563,000,002
007,0.000118125,0.000139688,000,002
007,0.000106875,0.000135000,000,002
008,0.000163125,0.000200625,000,002
008,0.000159375,0.000185625,000,002
008,0.000150937,0.000197812,000,002
008,0.000166875,0.000192187,000,002
008,0.000166875,0.000181875,000,002
008,0.000163125,0.000192187,000,002
008,0.000158437,0.000197812,000,002
008,0.000169687,0.000194062,000,002
008,0.000158437,0.000197812,000,002
008,0.000161250,0.000190312,000,002
008,0.000157500,0.000194062,000,002
008,0.000165000,0.000190312,000,002
008,0.000166875,0.000190312,000,002
008,0.000157500,0.000191250,000,002
008,0.000162187,0.000189375,000,002
008,0.000177187,0.000202500,000,002
008,0.000171562,0.000180937,000,002
008,0.000167812,0.000193125,000,002
008,0.000157500,0.000201563,000,002
008,0.000166875,0.000198750,000,002
009,0.000200625,0.000196875,000,002
009,0.000198750,0.000202500,000,002
009,0.000187500,0.000183750,000,002
009,0.000187500,0.000203438,000,002
009,0.000190312,0.000196875,000,002
009,0.000189375,0.000192187,000,002
009,0.000187500,0.000187500,000,002
009,0.000183750,0.000203438,000,002
009,0.000186562,0.000187500,000,002
009,0.000186562,0.000195000,000,002
009,0.000180000,0.000186562,000,002
009,0.000179062,0.000197812,000,002
009,0.000196875,0.000194062,000,002
009,0.000186562,0.000196875,000,002
009,0.000177187,0.000223125,000,002
009,0.000223125,0.000208125,000,002
009,0.000178125,0.000207188,000,002
009,0.000160312,0.000193125,000,002
009,0.000167812,0.000198750,000,002
009,0.000153750,0.000189375,000,002
010,0.000183750,0.000203438,000,002
010,0.000167812,0.000199688,000,002
010,0.000151875,0.000187500,000,002
010,0.000185625,0.000203438,000,002
010,0.000159375,0.000200625,000,002
010,0.000177187,0.000207188,000,002
010,0.000165000,0.000189375,000,002
010,0.000180937,0.000188437,000,002
010,0.000179062,0.000196875,000,002
010,0.000159375,0.000194062,000,002
010,0.000165937,0.000195937,000,002
010,0.000165000,0.000191250,000,002
010,0.000166875,0.000190312,000,002
010,0.000158437,0.000191250,000,002
010,0.000158437,0.000187500,000,002
010,0.000182812,0.000185625,000,002
010,0.000189375,0.000209063,000,002
010,0.000156562,0.000181875,000,002
010,0.000151875,0.000189375,000,002
010,0.000173437,0.000199688,000,002
011,0.000111562,0.000143438,000,002
011,0.000115312,0.000140625,000,002
011,0.000114375,0.000139688,000,002
011,0.000109687,0.000138750,000,002
011,0.000114375,0.000148125,000,002
011,0.000134063,0.000150000,000,002
011,0.000120000,0.000141563,000,002
011,0.000115312,0.000144375,000,002
011,0.000118125,0.000150000,000,002
011,0.000110625,0.000144375,000,002
011,0.000114375,0.000139688,000,002
011,0.000108750,0.000141563,000,002
011,0.000108750,0.000142500,000,002
011,0.000112500,0.000139688,000,002
011,0.000116250,0.000143438,000,002
011,0.000106875,0.000137813,000,002
011,0.000111562,0.000150000,000,002
011,0.000111562,0.000141563,000,002
011,0.000118125,0.000141563,000,002
011,0.000116250,0.000141563,000,002
012,0.000108750,0.000143438,000,002
012,0.000107812,0.000139688,000,002
012,0.000112500,0.000137813,000,002
012,0.000112500,0.000141563,000,002
012,0.000111562,0.000140625,000,002
012,0.000108750,0.000288750,000,002
012,0.000211875,0.000216563,000,002
012,0.000222188,0.000213750,000,002
012,0.000202500,0.000210000,000,002
012,0.000165937,0.000208125,000,002
012,0.000177187,0.000195000,000,002
012,0.000180000,0.000195937,000,002
012,0.000196875,0.000207188,000,002
012,0.000189375,0.000203438,000,002
012,0.000188437,0.000195000,000,002
012,0.000182812,0.000205313,000,002
012,0.000178125,0.000186562,000,002
012,0.000192187,0.000200625,000,002
012,0.000183750,0.000193125,000,002
012,0.000189375,0.000195937,000,002
013,0.000172500,0.000187500,000,002
013,0.000176250,0.000210000,000,002
013,0.000158437,0.000194062,000,002
013,0.000162187,0.000191250,000,002
013,0.000165937,0.000193125,000,002
013,0.000161250,0.000190312,000,002
013,0.000167812,0.000202500,000,002
013,0.000152812,0.000192187,000,002
013,0.000163125,0.000195937,000,002
013,0.000186562,0.000196875,000,002
013,0.000163125,0.000191250,000,002
013,0.000158437,0.000198750,000,002
013,0.000191250,0.000193125,000,002
013,0.000165937,0.000186562,000,002
013,0.000168750,0.000201563,000,002
013,0.000158437,0.000187500,000,002
013,0.000167812,0.000199688,000,002
013,0.000152812,0.000183750,000,002
013,0.000157500,0.000187500,000,002
013,0.000170625,0.000191250,000,002
014,0.000172500,0.000202500,000,002
014,0.000181875,0.000207188,000,002
014,0.000155625,0.000193125,000,002
014,0.000155625,0.000201563,000,002
014,0.000179062,0.000195937,000,002
014,0.000165000,0.000208125,000,002
014,0.000175312,0.000202500,000,002
014,0.000164062,0.000189375,000,002
014,0.000157500,0.000197812,000,002
014,0.000172500,0.000209063,000,002
014,0.000157500,0.000192187,000,002
014,0.000156562,0.000198750,000,002
014,0.000166875,0.000210000,000,002
014,0.000148125,0.000192187,000,002
014,0.000152812,0.000201563,000,002
014,0.000156562,0.000205313,000,002
014,0.000168750,0.000199688,000,002
014,0.000170625,0.000208125,000,002
014,0.000152812,0.000198750,000,002
014,0.000157500,0.000210000,000,002
015,0.000118125,0.000146250,000,002
015,0.000113437,0.000141563,000,002
015,0.000124688,0.000145313,000,002
015,0.000110625,0.000140625,000,002
015,0.000116250,0.000129375,000,002
015,0.000110625,0.000147188,000,002
015,0.000136875,0.000140625,000,002
015,0.000115312,0.000144375,000,002
015,0.000124688,0.000142500,000,002
015,0.000115312,0.000134063,000,002
015,0.000116250,0.000134063,000,002
015,0.000114375,0.000135000,000,002
015,0.000114375,0.000134063,000,002
015,0.000110625,0.000133125,000,002
015,0.000128438,0.000135000,000,002
015,0.000120000,0.000140625,000,002
015,0.000112500,0.000138750,000,002
015,0.000109687,0.000139688,000,002
015,0.000111562,0.000143438,000,002
015,0.000112500,0.000139688,000,002
